ID,Number of Cities,Std. Dev. of Distance Matrix,X Coord. of Centroid,Y Coord. of Centroid,Radius of Customer Position,Fraction of Distinct Distance Matrix,Std. Dev. of Nearest Neighbor Distance,CV of Nearest Neighbor Distance,Ratio of Clusters to Total Customers,Ratio of Outlier Customers to Total Customers,Ratio of Edge Customers to Total Customers,Number of Clusters,Avg. Cluster Radius,X Coord. of Depot,Y Coord. of Depot,Std. Dev. of Customer Demand,Ratio of Total Demand to Total Capacity,Ratio of Max. Cluster Demand to Total Capacity,Ratio of Outlier Demand to Total Demand,Ratio of Max. Demand to Vehicle Capacity,Avg. Route Length,Area of Instance,Min. Number of Trucks,Label
124,154,121.7522231,248.5,250.5,183.2670073,0.66,13.10172753,0.71828977,0.019480519,0.155844156,0.103896104,3,66.2120128,250,250,0.066281189,0.965217391,14.73913043,0.158783784,0.217391304,7.7,245021,20,CW
125,129,111.3085176,284.5,266,157.3194596,0.71,13.52493668,0.735092534,0.062015504,0.23255814,0.186046512,8,30.77559565,250,250,0.079751068,0.957650273,3.795081967,0.193374544,0.273224044,7.166666667,194650,18,CW
126,99,119.6894974,249.5,247.5,181.3794846,0.86,17.55485427,0.652525208,0.04040404,0.151515152,0.181818182,4,83.00200617,250,250,0.135534635,0.967032967,8.666666667,0.162878788,0.476190476,3.807692308,237153,26,CW
127,99,138.3349369,249.5,263.5,207.2806238,0.84,18.65460372,0.925418532,0.04040404,0.121212121,0.090909091,4,47.48817044,0,0,0.056510972,0.986792453,3.773584906,0.103250478,0.188679245,9.9,248502,10,CW
128,139,135.342655,248,250.5,213.1165526,0.79,12.62804737,0.635420455,0.043165468,0.115107914,0.100719424,6,56.55271509,301,13,0.020364636,0.996987952,7.096385542,0.117824773,0.120481928,11.58333333,245520,12,CW
129,174,121.7208609,245,250,187.5778471,0.01,0.042348635,0.003024211,0.028735632,0,0.057471264,5,122.1317647,413,154,0.158714603,0.95845998,4.670212766,0,0.526595745,8.285714286,190400,21,CW
130,134,96.20603671,245,251.5,130.8085318,0.62,19.65608064,1.071105127,0.02238806,0.268656716,0.059701493,3,42.56640552,250,250,0.036914555,0.984975124,9.706467662,0.275381352,0.248756219,5.36,226920,25,CW
131,119,120.1534782,240,250,184.7120744,0.02,0.506996161,0.025291281,0.042016807,0,0.084033613,5,118.9565217,483,128,0.020593684,0.990343465,2.746077033,0,0.142653352,9.153846154,189200,13,CW
132,139,124.5708566,250,252,184.4891308,0.75,12.82555329,0.559797896,0.071942446,0.273381295,0.208633094,10,41.16894274,0,0,0.031878996,0.960240964,1.337349398,0.273525721,0.120481928,13.9,249500,10,CW
133,69,131.5321902,259.5,254,189.7822146,0.92,22.09542711,0.756833127,0.057971014,0.202898551,0.188405797,4,53.16204104,0,0,0.131207859,0.952380952,4.887445887,0.230909091,0.428571429,4.6,248003,15,CW
134,184,117.4467874,248,250.5,179.3797044,0.61,11.24283321,0.593306327,0.070652174,0.27173913,0.179347826,13,30.06643585,321,426,0.113253436,0.986857446,5.019607843,0.29266459,0.388235294,4.972972973,241552,37,CW
135,199,124.0422028,248,250.5,188.9464529,0.58,9.974198236,0.579290705,0.030150754,0.08040201,0.115577889,6,62.17292117,259,25,5.55E-17,0.980295567,13.28571429,0.08040201,0.142857143,6.862068966,243536,29,CW
136,134,121.2389407,243,250,188.2251911,0,0.848827761,0.047430359,0.037313433,0,0.074626866,5,122.2666667,250,250,0.09235799,0.986890852,4.862068966,0,0.310344828,6.090909091,187200,22,CW
137,139,120.5231021,237.5,250,184.1071735,0.01,3.28779368,0.190289302,0.035971223,0,0.071942446,5,118.1185185,0,0,0.111199231,0.952505828,3.181818182,0,0.335664336,11.58333333,210150,12,CW
138,149,119.9701549,257.5,251.5,163.9479281,0.65,14.15624981,0.810642201,0.033557047,0.093959732,0.10738255,5,42.58011577,0,0,0.14121162,0.980487805,17.52682927,0.076968101,0.482926829,4.382352941,230538,34,CW
139,89,121.5812333,242.5,250,186.2868206,0.02,2.575102095,0.094424868,0.056179775,0,0.112359551,5,121.5,360,496,0.08042885,0.883180428,1.259938838,0,0.305810398,17.8,204714,5,CW
140,159,120.5192421,239.5,250,186.7599477,0.01,1.540177792,0.101851743,0.031446541,0,0.062893082,5,120.6290323,212,283,0.028534325,0.95859375,4.078125,0,0.15625,7.95,186000,20,CW
141,64,123.4084693,247,250,186.3198273,0.03,4.69126162,0.121592356,0.078125,0,0.15625,5,121.0153846,0,0,0.081127262,0.914285714,2.142857143,0,0.285714286,6.4,213750,10,CW
142,129,154.695905,250,250,209.8679427,0.75,13.98221256,0.863732594,0.015503876,0.147286822,0.046511628,2,83.61889394,250,250,0.104274223,0.943510738,4.663865546,0.157842652,0.37394958,14.33333333,241000,9,CW
143,174,121.7341068,245,250,187.9773275,0.01,2.04929386,0.144776163,0.028735632,0,0.057471264,5,122.3788235,372,289,0.029505045,0.972903885,5.627811861,0,0.204498978,6.214285714,190400,28,CW
144,189,120.6202614,249.5,253,165.0707875,0.56,11.81838027,0.689165754,0.021164021,0.132275132,0.08994709,4,58.2633542,0,0,0,0.984375,18.125,0.132275132,0.125,7.875,249001,24,CW
145,174,121.7281113,245,250,188.7014654,0,0.532984286,0.038226332,0.028735632,0,0.057471264,5,123.12,250,250,0.135260239,0.958022388,3.905472637,0,0.487562189,10.875,190400,16,CW
146,154,122.4728088,248,250,189.9857355,0,0.22644592,0.014175734,0.032467532,0,0.064935065,5,124.6967742,250,250,2.78E-17,0.993548387,6.2,0,0.2,4.967741935,192000,31,CW
147,69,132.9809522,254.5,270,203.6729909,0.92,20.63499392,0.809125729,0.057971014,0.115942029,0.130434783,4,54.01930926,0,0,0.148122359,0.99537037,4.160493827,0.151421189,0.411522634,8.625,248003,8,CW
148,199,140.2703174,252,252,189.3265484,0.56,11.82011458,0.79456161,0.015075377,0.105527638,0.075376884,3,66.34486256,250,250,0.025260272,0.99454751,10.27648115,0.10510129,0.179533214,7.37037037,242060,27,CW
149,144,122.0982754,246,250,189.4841803,0,0.468142167,0.027627438,0.034722222,0,0.069444444,5,123.9827586,250,250,0.065402247,0.965432099,3.866666667,0,0.222222222,8,190400,18,CW
150,189,122.5571522,246.5,250,187.7540609,0.01,2.937331201,0.222304531,0.026455026,0,0.052910053,5,122.8324324,0,0,0.015305831,0.947115385,2.589285714,0,0.089285714,14.53846154,219150,13,CW
151,164,122.4404186,247,250,188.388359,0.01,1.614228208,0.106721122,0.030487805,0,0.067073171,5,123.1903409,48,116,0,0.976190476,2.75,0,0.083333333,11.71428571,192000,14,CW
152,99,127.4751815,249,248.5,186.9352639,0.86,17.35557985,0.671771071,0.01010101,0.131313131,0.090909091,1,179.5027707,207,275,0.015405943,0.89750726,6.236205227,0.131454766,0.096805421,12.375,240534,8,CW
153,199,124.3069509,248,251,190.7274013,0.58,11.62130631,0.652136159,0.045226131,0.226130653,0.120603015,9,33.38216716,250,250,5.55E-17,0.980295567,12.28571429,0.226130653,0.142857143,6.862068966,244032,29,CW
154,144,125.8430762,250.5,251,166.4359362,0.67,14.93941726,0.847906116,0.0625,0.145833333,0.152777778,9,29.57320554,0,0,0.026165245,0.954545455,5.787878788,0.144724556,0.151515152,8.470588235,249000,17,CW
155,84,111.845579,217,250.5,149.2220859,0.86,12.8074572,0.592074042,0.023809524,0.071428571,0.166666667,2,99.05867088,0,0,0.035232224,0.949404762,9.75,0.070532915,0.208333333,6,211576,14,CW
156,154,119.4238234,249.5,249.5,184.2706311,0.67,12.98910928,0.717143011,0.058441558,0.246753247,0.168831169,9,28.93290834,250,250,0.087924695,0.986013986,9.060606061,0.250591017,0.303030303,5.923076923,245009,26,CW
157,79,104.0365592,241,179,148.1193843,0.85,16.75789886,0.717733609,0.037974684,0.101265823,0.088607595,3,54.39866899,0,0,0.029211413,0.934875881,8.03187251,0.105228651,0.199203187,6.076923077,167796,13,CW
158,54,129.0397685,245,248,187.0370959,0.95,21.21617651,0.629906943,0.092592593,0.240740741,0.203703704,5,47.56930165,251,476,0.123665672,0.930555556,2.178861789,0.270840917,0.406504065,4.5,235200,12,CW
159,74,126.5755765,251.5,245.5,194.7990824,0.93,15.99875638,0.519141268,0.094594595,0.175675676,0.243243243,7,49.64466875,115,353,0.037629586,0.974390244,4.729268293,0.168424817,0.241463415,5.285714286,241065,14,CW
160,184,127.9753886,250,248,198.1236279,0.65,9.159047533,0.480023261,0.054347826,0.10326087,0.211956522,10,46.67235239,250,250,0.018544918,0.969804991,4.451527224,0.111567568,0.132802125,9.684210526,246016,19,CW
161,144,118.8051129,253,247,177.0987353,0.73,11.64870069,0.547256551,0.034722222,0.048611111,0.145833333,5,59.10031633,0,0,0.024918091,0.956801471,11.32352941,0.042267051,0.147058824,9,241516,16,CW
162,119,124.2896271,248,250,185.0431383,0.82,12.81470196,0.491508053,0.067226891,0.260504202,0.210084034,8,41.87862022,0,0,0.031003949,0.974780702,4.614035088,0.25871766,0.175438596,7.4375,248000,16,CW
163,104,115.5265227,223,203.5,141.8583504,0.78,11.69196441,0.663102286,0.028846154,0.134615385,0.096153846,3,49.012654,250,250,0.060498477,0.930605565,8.065957447,0.115371087,0.212765957,8,175708,13,CW
164,174,118.6350056,251.5,253,172.1216126,0.62,12.15700632,0.64623643,0.045977011,0.114942529,0.149425287,8,39.71985851,250,250,0.022820098,0.961711712,11.33783784,0.121779859,0.135135135,9.666666667,245518,18,CW
165,154,130.8363111,254,249.5,203.8585828,0.74,11.09594135,0.522859589,0.077922078,0.155844156,0.181818182,12,40.67537871,221,206,0.141174198,0.996411483,2.85645933,0.201080432,0.4784689,9.625,245508,16,CW
166,104,125.6435004,248,254,186.1470287,0.85,14.6434637,0.546564713,0.076923077,0.192307692,0.192307692,8,48.4164765,0,0,0.070708879,0.963108614,2.33258427,0.176161773,0.22247191,8.666666667,246015,12,CW
167,179,103.9761791,199.5,251.5,151.0713663,0.52,10.05184869,0.661069818,0.027932961,0.067039106,0.094972067,5,50.56794944,250,250,0.026278033,0.961484594,7.838235294,0.068463219,0.147058824,8.523809524,197505,21,CW
168,49,129.2042599,247,260.5,199.8602728,0.97,19.77926492,0.594316354,0.102040816,0.183673469,0.163265306,5,52.65850366,250,250,0.180012284,0.895061728,2.148148148,0.166896552,0.711111111,8.166666667,222300,6,CW
169,194,114.6552581,219,244.5,181.6187291,0.53,10.79094619,0.739822083,0.015463918,0.128865979,0.144329897,3,64.94100295,0,0,0.017714176,0.982991803,8.642418033,0.131123619,0.102459016,12.93333333,214182,15,CW
170,144,122.3252546,246,250,187.325318,0.01,1.493632031,0.087224281,0.034722222,0,0.069444444,5,122.2827586,497,468,0.033774608,0.954949944,1.799777531,0,0.111234705,18,204402,8,CW
171,159,127.0606813,249,251,193.5885805,0.71,11.82783717,0.593536823,0.012578616,0.050314465,0.13836478,2,125.0048871,0,0,0.019784147,0.973016905,12.55786736,0.04819579,0.130039012,9.9375,247008,16,CW
172,134,120.189509,288,252,147.6844636,0.68,14.16033194,0.787027145,0.037313433,0.21641791,0.149253731,5,33.86494406,126,36,0.096928869,0.992258065,12.70967742,0.202860858,0.322580645,5.36,205344,25,CW
173,94,121.0153137,266.5,250.5,180.1426992,0.84,17.82317711,0.909704417,0.063829787,0.20212766,0.14893617,6,32.19095849,410,178,0.087150368,0.952522255,4.077151335,0.182139148,0.293768546,6.266666667,227385,15,CW
174,179,106.7070827,243.5,269,144.7419536,0.53,14.65925032,0.886091529,0.055865922,0.251396648,0.150837989,10,23.70932182,0,0,0.122760483,0.953804348,8.07826087,0.218233618,0.434782609,11.1875,239105,16,CW
175,144,120.5397545,252.5,251,178.1535514,0.72,15.14291434,0.723581108,0.027777778,0.069444444,0.104166667,4,59.96412022,0,0,0.027194723,0.967646804,15.42622951,0.065256364,0.182149362,6.857142857,249000,21,CW
176,154,122.8961813,248,250,187.9570992,0.01,3.169639898,0.194999664,0.032467532,0,0.064935065,5,123.0967742,0,0,0.020301126,0.951559934,2.781609195,0,0.114942529,11,219600,14,CW
177,114,131.0607195,252,249.5,198.1637768,0.85,15.75512135,0.60659278,0.070175439,0.307017544,0.157894737,8,38.16427334,0,0,0.018021581,0.935515441,2.234449761,0.317796118,0.119617225,10.36363636,248502,11,CW
178,184,126.5153855,250,247.5,194.4111754,0.65,10.84264499,0.567482004,0.086956522,0.222826087,0.222826087,16,30.71668236,250,250,0.033395596,0.996632997,4.411347518,0.227573318,0.236406619,5.575757576,246510,33,CW
179,114,130.8415847,246,247.5,202.1954132,0.85,14.54711687,0.624384143,0.070175439,0.192982456,0.236842105,8,48.527992,108,50,0.033377658,0.990088859,4.877990431,0.184213554,0.23923445,5.428571429,238590,21,CW
180,89,125.7501717,250.5,250,183.3804599,0.88,15.36451924,0.536000925,0.033707865,0.112359551,0.134831461,3,77.40576587,0,0,0.068018127,0.997342995,7.043478261,0.119883749,0.241545894,8.9,248000,10,CW
181,179,119.4826314,233.5,250,182.8009796,0.01,3.017820932,0.228191739,0.027932961,0,0.055865922,5,116.3314286,0,0,0.020914846,0.947867637,3.743902439,0,0.135501355,9.421052632,207450,19,CW
182,169,112.2616539,202.5,268,147.3408071,0.55,13.01789753,0.880646592,0.041420118,0.319526627,0.106508876,7,23.49597332,447,399,0.099596151,0.968512486,10.19218241,0.318273543,0.325732899,5.633333333,201140,30,CW
183,84,126.9696745,252.5,248.5,195.5197594,0.91,18.91727053,0.598531821,0.035714286,0.107142857,0.095238095,3,89.31084133,0,0,0.074890287,0.974358974,8.384615385,0.100877193,0.256410256,7,245518,12,CW
184,199,137.2956256,250,250,189.8695741,0.53,19.7364874,1.180326833,0.025125628,0.266331658,0.135678392,5,36.16307465,0,0,0.041145846,0.981527094,6.94683908,0.246026767,0.143678161,14.21428571,249000,14,CW
185,144,128.7138702,247.5,249,194.9551665,0.75,11.1409384,0.544424398,0.041666667,0.055555556,0.159722222,6,51.91025973,59,58,0.060236287,0.983041104,10.34205231,0.051169591,0.199195171,10.28571429,242544,14,CW
186,139,123.7918649,250,258,188.230066,0.77,10.11226312,0.472518132,0.064748201,0.172661871,0.230215827,9,43.71907932,0,0,0.040943909,0.923809524,3.685714286,0.194587629,0.142857143,11.58333333,249500,12,CW
187,189,122.6168051,250,250,185.9891146,0.62,9.290568037,0.479062337,0.021164021,0.095238095,0.132275132,4,78.50251484,0,0,0.030967558,0.992675781,20.24776786,0.100976741,0.223214286,5.90625,248502,32,CW
188,119,130.8385323,252,249,195.5080608,0.82,13.07629613,0.542943178,0.050420168,0.050420168,0.218487395,6,66.54555043,58,387,0.02698254,0.954912935,6.48880597,0.047758602,0.186567164,6.611111111,246016,18,CW
189,104,124.9913683,254,230.5,170.204387,0.79,17.50603214,1.000285759,0.038461538,0.269230769,0.067307692,4,34.02443498,0,0,0.070247064,0.935599284,3.697674419,0.263862333,0.23255814,8,203273,13,CW
190,164,123.2428493,249,247.5,186.9233965,0.69,10.83150098,0.569556735,0.018292683,0.067073171,0.12195122,3,71.24771839,250,250,0.028066118,0.971889764,21.71850394,0.068540873,0.196850394,6.56,245520,25,CW
191,159,128.2650909,250.5,250.5,185.9855153,0.66,17.13842615,0.920042057,0.025157233,0.106918239,0.106918239,4,59.36679842,0,0,0.021695621,0.964467422,10.29985229,0.098102612,0.147710487,8.833333333,249000,18,CW
192,174,119.0323006,241.5,235,180.7245242,0.62,12.50211531,0.759134965,0.017241379,0.149425287,0.063218391,3,63.20177936,249,96,0.038436947,0.943866944,4.337837838,0.15969163,0.135135135,13.38461538,220340,13,CW
193,109,131.6571431,250,241.5,191.4252484,0.84,12.76830108,0.567692724,0.036697248,0.119266055,0.055045872,4,61.78672235,250,250,0.101548092,0.99071002,15.81021898,0.116543871,0.364963504,4.954545455,239538,22,CW
194,154,118.7327515,253.5,246.5,171.9975216,0.66,14.5923299,0.827997714,0.019480519,0.116883117,0.077922078,3,65.86260612,273,397,0.028390388,0.968099284,11.63218391,0.118471995,0.191570881,6.695652174,242063,23,CW
195,69,122.8022242,244.5,250,185.8517903,0.03,4.438930272,0.124932764,0.072463768,0,0.144927536,5,120.6153846,0,0,0.080815986,0.919117647,2.441176471,0,0.294117647,5.75,212400,12,CW
196,104,121.2349522,241,250,185.0734984,0.02,0.16572521,0.007200381,0.048076923,0,0.096153846,5,119.3809524,484,29,0.136256643,0.999601276,5.048245614,0,0.438596491,4.727272727,199133,22,CW
197,159,120.3777921,239.5,250,185.502086,0.01,2.805542876,0.184310877,0.031446541,0,0.062893082,5,120.1451613,135,100,0,0.99375,4,0,0.125,7.95,186000,20,CW
198,74,119.2941538,250.5,240,173.1816705,0.91,19.67087225,0.710705328,0.067567568,0.175675676,0.189189189,5,55.8009316,415,341,0.06965653,0.94973545,2.80952381,0.22005571,0.238095238,8.222222222,227626,9,CW
199,174,123.4396886,254,249.5,190.1285745,0.64,14.26314557,0.727074208,0.022988506,0.097701149,0.091954023,4,67.30639367,0,0,0.026822915,0.935576923,7.682692308,0.108941418,0.096153846,17.4,249000,10,CW
200,134,124.033653,250,252.5,193.4275933,0.77,13.39718535,0.591239572,0.02238806,0.149253731,0.149253731,3,106.1277885,250,250,0.031281997,0.951949318,7.480701754,0.13678714,0.175438596,7.444444444,247500,18,CW
201,79,91.42321731,289,272.5,146.2681025,0.81,21.56973998,0.976204241,0.012658228,0.126582278,0.075949367,1,111.5817115,250,250,0.03434779,0.97993311,11.17391304,0.122866894,0.217391304,6.076923077,179388,13,CW
202,84,122.9447692,246,250,186.6500947,0.02,4.007459213,0.136147584,0.05952381,0,0.119047619,5,121.4588235,0,0,0.050172055,0.914554196,1.643356643,0,0.174825175,10.5,215100,8,CW
203,164,122.7385351,247,250,187.8196766,0.01,3.084880004,0.202417855,0.030487805,0,0.06097561,5,122.9090909,0,0,0.047073235,0.998306725,2.784591195,0,0.157232704,12.61538462,219150,13,CW
204,134,121.4070436,243,250,186.5289436,0.01,1.877283094,0.103365679,0.037313433,0,0.074626866,5,121.4358974,350,486,0.024126397,0.95059657,3.540268456,0,0.167785235,7.444444444,204048,18,CW
205,154,94.72927934,250,249.5,129.3610797,0.55,15.95967746,0.933882212,0.006493506,0.116883117,0.071428571,1,118.1137032,0,0,0.017930463,0.998531952,13.33031088,0.110006054,0.129533679,10.26666667,224940,15,CW
206,104,121.5392714,241,250,185.0734984,0.02,3.65619653,0.156536651,0.048076923,0,0.096153846,5,119.3809524,0,0,0.089597477,0.998888889,1.52,0,0.33,17.33333333,211950,6,CW
207,69,135.7479581,249.5,240,180.3801647,0.91,17.51418183,0.814474842,0.072463768,0.231884058,0.130434783,5,28.38751942,250,250,0.104012801,0.969387755,5.785714286,0.226315789,0.357142857,4.928571429,218514,14,CW
208,79,123.3818225,247.5,250,187.2115519,0.03,4.130146241,0.131275099,0.063291139,0,0.126582278,5,122.3466667,0,0,0.082356142,0.953061224,3.285714286,0,0.285714286,5.642857143,216000,14,CW
209,189,61.58503503,191,235.5,110.2198623,0.22,9.358755416,0.937426322,0.015873016,0.105820106,0.079365079,3,30.41816273,184,187,0.034563205,0.965770171,10.27139364,0.119376826,0.121026895,14.53846154,127300,13,CW
210,174,146.2119496,276.5,251,211.1327212,0.65,14.35521846,0.967898772,0.028735632,0.189655172,0.091954023,5,37.74580974,283,116,0.016964353,0.97172619,3.645833333,0.202143951,0.104166667,12.42857143,222606,14,CW
211,144,128.2502199,249,246,198.5221226,0.74,14.11269186,0.755772693,0.041666667,0.159722222,0.104166667,6,46.3790886,250,250,0.073638364,0.98245614,6.184210526,0.165816327,0.263157895,6.857142857,232068,21,CW
212,109,121.6300051,242,250,185.3717123,0.02,3.614411079,0.16175755,0.04587156,0,0.091743119,5,119.847619,0,0,0.142400284,0.956097561,2.335365854,0,0.567073171,10.9,212850,10,CW
213,94,121.9293018,250,246.5,177.242817,0.87,15.94211977,0.585391548,0.031914894,0.127659574,0.14893617,3,78.7108346,21,118,0,0.979166667,4.5,0.127659574,0.0625,15.66666667,246500,6,CW
214,69,132.0088531,252,250.5,200.5956882,0.93,17.72902449,0.56685772,0.057971014,0.144927536,0.217391304,4,69.68332834,250,250,0.057720951,0.954292929,3.738636364,0.130987034,0.227272727,7.666666667,239610,9,CW
215,74,112.7481412,241,244.5,164.5140118,0.89,19.15771304,0.85722005,0.067567568,0.243243243,0.202702703,5,35.04087488,417,464,0.012616173,0.989720469,1.978358882,0.249635569,0.090171326,14.8,212332,5,CW
216,184,136.1560333,251.5,254,207.7522077,0.66,13.39612057,0.728611609,0.054347826,0.304347826,0.135869565,10,29.28345734,0,0,2.78E-17,0.973544974,8.714285714,0.304347826,0.142857143,6.814814815,250000,27,CW
217,194,119.1196031,234,250,184.339668,0,0.404050337,0.03378637,0.025773196,0,0.051546392,5,117.4753036,250,250,0.094545378,0.98173516,7.424657534,0,0.342465753,5.878787879,182400,33,CW
218,64,132.6572095,241.5,252.5,198.9581338,0.94,20.09125121,0.635703779,0.046875,0.078125,0.140625,3,82.03329031,0,0,0.22178697,0.979338843,8.083333333,0.078059072,0.727272727,5.818181818,240036,11,CW
219,179,109.6006242,252,245,152.181047,0.55,16.3353414,0.918974856,0.005586592,0.106145251,0.061452514,1,146.4328572,0,0,0.146282541,0.964802896,18.52654867,0.12716281,0.442477876,8.136363636,242015,22,CW
220,94,122.9700231,247,250,187.0137426,0.02,3.838324081,0.145425196,0.053191489,0,0.106382979,5,121.9263158,0,0,0,0.979166667,2.375,0,0.125,7.833333333,216450,12,CW
221,84,121.326739,250,247,178.1713145,0.89,15.93800178,0.551392899,0.035714286,0.261904762,0.130952381,3,74.23592767,0,0,0.092076119,0.934814815,2.651851852,0.309033281,0.362962963,16.8,246500,5,CW
222,39,124.5169057,248,250,185.6373571,0.05,6.260874014,0.099394838,0.025641026,0,0.128205128,1,185.6373571,4,1,0.067870036,0.91025641,1.820512821,0,0.220512821,19.5,206989,2,CW
